"","V1"
"s",Consumer Cyclical
"s",NA
"s",Industrials
"s",Healthcare
"s",Industrials
"s",Industrials
"s",Consumer Defensive
"s",Technology
"s",Technology
"s",Basic Materials
"s",Consumer Cyclical
"s",Communication Services
"s",Technology
"s",Technology
"s",Consumer Defensive
"s",Technology
"s",NA
"s",NA
"s",Healthcare
"s",Industrials
"s",Consumer Cyclical
"s",Financial Services
"s",Consumer Cyclical
"s",Financial Services
"s",NA
"s",Consumer Defensive
"s",Healthcare
"s",Healthcare
"s",Basic Materials
"s",Healthcare
"s",Consumer Cyclical
"s",Financial Services
"s",NA
"s",Financial Services
"s",NA
"s",Technology
"s",NA
"s",Consumer Cyclical
"s",Technology
"s",NA
"s",Healthcare
"s",Consumer Defensive
"s",Industrials
"s",Industrials
"s",Industrials
"s",Consumer Cyclical
"s",Healthcare
"s",NA
"s",Financial Services
"s",Industrials
"s",Consumer Defensive
"s",Healthcare
"s",Healthcare
"s",Financial Services
"s",Consumer Cyclical
"s",Technology
"s",Healthcare
"s",Technology
"s",Energy
"s",Healthcare
"s",Consumer Cyclical
"s",Healthcare
"s",Financial Services
"s",Healthcare
"s",Technology
"s",NA
"s",Technology
"s",Healthcare
"s",Communication Services
"s",Healthcare
"s",Industrials
"s",Financial Services
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Consumer Cyclical
"s",Healthcare
"s",Financial Services
"s",Financial Services
"s",
"s",Consumer Cyclical
"s",Technology
"s",Industrials
"s",Healthcare
"s",NA
"s",Healthcare
"s",Healthcare
"s",Technology
"s",Consumer Cyclical
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Financial Services
"s",Financial Services
"s",NA
"s",Consumer Cyclical
"s",Real Estate
"s",Consumer Defensive
"s",Real Estate
"s",Real Estate
"s",Financial Services
"s",Technology
"s",Financial Services
"s",Financial Services
"s",NA
"s",Consumer Defensive
"s",Industrials
"s",Consumer Cyclical
"s",Financial Services
"s",Financial Services
"s",Communication Services
"s",Communication Services
"s",Communication Services
"s",Communication Services
"s",Communication Services
"s",Financial Services
"s",Financial Services
"s",NA
"s",
"s",Financial Services
"s",Consumer Cyclical
"s",
"s",Consumer Cyclical
"s",Industrials
"s",Technology
"s",Consumer Cyclical
"s",Healthcare
"s",Financial Services
"s",Financial Services
"s",Financial Services
"s",Financial Services
"s",NA
"s",Technology
"s",Consumer Defensive
"s",Financial Services
"s",NA
"s",Consumer Cyclical
"s",Healthcare
"s",Healthcare
"s",Consumer Cyclical
"s",Healthcare
"s",Communication Services
"s",Communication Services
"s",Consumer Defensive
"s",Consumer Cyclical
"s",Industrials
"s",Technology
"s",Consumer Cyclical
"s",Financial Services
"s",Financial Services
"s",NA
"s",Healthcare
"s",Communication Services
"s",Communication Services
"s",Healthcare
"s",Communication Services
"s",Financial Services
"s",Consumer Cyclical
"s",Healthcare
"s",Technology
"s",Healthcare
"s",Industrials
"s",Financial Services
"s",NA
"s",Healthcare
"s",Consumer Defensive
"s",Healthcare
"s",Consumer Cyclical
"s",Real Estate
"s",NA
"s",NA
"s",NA
"s",Financial Services
"s",Consumer Defensive
"s",Healthcare
"s",Utilities
"s",Healthcare
"s",Financial Services
"s",NA
"s",Financial Services
"s",NA
"s",Real Estate
"s",Financial Services
"s",Consumer Cyclical
"s",Healthcare
"s",Technology
"s",Energy
"s",Basic Materials
"s",Consumer Defensive
"s",Communication Services
"s",Consumer Cyclical
"s",Healthcare
"s",Financial Services
"s",Financial Services
"s",Technology
"s",Technology
"s",Healthcare
"s",Healthcare
"s",Consumer Cyclical
"s",Technology
"s",Healthcare
"s",Financial Services
"s",Financial Services
"s",NA
"s",Financial Services
"s",Technology
"s",Industrials
"s",Communication Services
"s",Communication Services
"s",Communication Services
"s",Industrials
"s",Healthcare
"s",Communication Services
"s",Communication Services
"s",Technology
"s",Consumer Cyclical
"s",Healthcare
"s",Technology
"s",Healthcare
"s",Healthcare
"s",Consumer Defensive
"s",Financial Services
"s",Consumer Defensive
"s",Healthcare
"s",Technology
"s",Financial Services
"s",Healthcare
"s",Technology
"s",Financial Services
"s",Healthcare
"s",Industrials
"s",Technology
"s",Technology
"s",Consumer Cyclical
"s",Financial Services
"s",Communication Services
"s",Energy
"s",Healthcare
"s",Consumer Cyclical
"s",Industrials
"s",Technology
"s",Real Estate
"s",Financial Services
"s",Basic Materials
"s",Financial Services
"s",Financial Services
"s",Financial Services
"s",Healthcare
"s",Financial Services
"s",Healthcare
"s",Healthcare
"s",Consumer Cyclical
"s",Financial Services
"s",Financial Services
"s",NA
"s",Financial Services
"s",Financial Services
"s",Financial Services
"s",Energy
"s",Consumer Cyclical
"s",Technology
"s",Communication Services
"s",Financial Services
"s",NA
"s",Healthcare
"s",Consumer Cyclical
"s",Technology
"s",Communication Services
"s",Healthcare
"s",Healthcare
"s",NA
"s",Communication Services
"s",Real Estate
"s",Consumer Defensive
"s",Healthcare
"s",Real Estate
"s",Real Estate
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Consumer Cyclical
"s",Basic Materials
"s",Basic Materials
"s",Industrials
"s",Healthcare
"s",Basic Materials
"s",Consumer Defensive
"s",NA
"s",Financial Services
"s",Financial Services
"s",
"s",Financial Services
"s",Utilities
"s",Healthcare
"s",Financial Services
"s",Technology
"s",Healthcare
"s",Communication Services
"s",Healthcare
"s",Consumer Defensive
"s",Industrials
"s",Healthcare
"s",Healthcare
"s",Financial Services
"s",Financial Services
"s",Technology
"s",Industrials
"s",Consumer Cyclical
"s",Technology
"s",Technology
"s",Technology
"s",Healthcare
"s",Healthcare
"s",Technology
"s",Healthcare
"s",Basic Materials
"s",Consumer Cyclical
"s",Technology
"s",Financial Services
"s",Technology
"s",Financial Services
"s",Financial Services
"s",NA
"s",Consumer Cyclical
"s",Consumer Cyclical
"s",Healthcare
"s",Financial Services
"s",Financial Services
"s",Energy
"s",Healthcare
"s",Consumer Cyclical
"s",Financial Services
"s",Financial Services
"s",NA
"s",Technology
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Consumer Cyclical
"s",Financial Services
"s",Financial Services
"s",Consumer Defensive
"s",Industrials
"s",Technology
"s",Financial Services
"s",Technology
"s",Consumer Cyclical
"s",Communication Services
"s",Healthcare
"s",Healthcare
"s",Financial Services
"s",Technology
"s",Healthcare
"s",Communication Services
"s",Consumer Cyclical
"s",Financial Services
"s",Technology
"s",Technology
"s",Financial Services
"s",Financial Services
"s",NA
"s",Industrials
"s",Healthcare
"s",Technology
"s",Healthcare
"s",Financial Services
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Industrials
"s",Healthcare
"s",Healthcare
"s",Technology
"s",Financial Services
"s",Utilities
"s",Technology
"s",Healthcare
"s",Technology
"s",Financial Services
"s",Healthcare
"s",Healthcare
"s",Technology
"s",Communication Services
"s",Healthcare
"s",Healthcare
"s",Consumer Defensive
"s",Technology
"s",Healthcare
"s",Energy
"s",Technology
"s",Technology
"s",Communication Services
"s",Technology
"s",Financial Services
"s",Technology
"s",Technology
"s",Technology
"s",Financial Services
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Industrials
"s",Technology
"s",Consumer Cyclical
"s",Consumer Defensive
"s",Consumer Cyclical
"s",Healthcare
"s",Healthcare
"s",Consumer Cyclical
"s",Technology
"s",Consumer Defensive
"s",Financial Services
"s",Financial Services
"s",NA
"s",Financial Services
"s",NA
"s",Consumer Defensive
"s",Healthcare
"s",Energy
"s",Financial Services
"s",Healthcare
"s",Healthcare
"s",Financial Services
"s",Financial Services
"s",Communication Services
"s",Healthcare
"s",Technology
"s",Energy
"s",Communication Services
"s",Financial Services
"s",Consumer Cyclical
"s",Healthcare
"s",NA
"s",Industrials
"s",Healthcare
"s",Healthcare
"s",Technology
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Energy
"s",NA
"s",Technology
"s",Industrials
"s",Financial Services
"s",NA
"s",NA
"s",Energy
"s",Financial Services
"s",Utilities
"s",Financial Services
"s",Financial Services
"s",NA
"s",Communication Services
"s",
"s",Financial Services
"s",Financial Services
"s",Financial Services
"s",Financial Services
"s",NA
"s",Healthcare
"s",Healthcare
"s",Financial Services
"s",Financial Services
"s",
"s",Financial Services
"s",
"s",Consumer Cyclical
"s",Technology
"s",Financial Services
"s",Consumer Cyclical
"s",Healthcare
"s",Consumer Cyclical
"s",Financial Services
"s",Healthcare
"s",Healthcare
"s",Technology
"s",Healthcare
"s",Industrials
"s",Financial Services
"s",
"s",Financial Services
"s",Financial Services
"s",Healthcare
"s",Real Estate
"s",Healthcare
"s",Industrials
"s",Technology
"s",Healthcare
"s",Financial Services
"s",Healthcare
"s",Financial Services
"s",Financial Services
"s",NA
"s",Technology
"s",Financial Services
"s",Financial Services
"s",NA
"s",Healthcare
"s",Healthcare
"s",Financial Services
"s",Healthcare
"s",Financial Services
"s",Technology
"s",Industrials
"s",Healthcare
"s",Technology
"s",Technology
"s",Technology
"s",Healthcare
"s",Communication Services
"s",Technology
"s",Basic Materials
"s",Healthcare
"s",Technology
"s",Healthcare
"s",Healthcare
"s",Financial Services
"s",Financial Services
"s",Healthcare
"s",Technology
"s",Technology
"s",Healthcare
"s",Healthcare
"s",Consumer Defensive
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Technology
"s",Technology
"s",Industrials
"s",Consumer Cyclical
"s",Healthcare
"s",Technology
"s",Healthcare
"s",Financial Services
"s",Utilities
"s",Financial Services
"s",Consumer Cyclical
"s",Consumer Defensive
"s",Financial Services
"s",Industrials
"s",Communication Services
"s",Communication Services
"s",Healthcare
"s",Technology
"s",Communication Services
"s",Healthcare
"s",Industrials
"s",Real Estate
"s",Real Estate
"s",Real Estate
"s",Real Estate
"s",Real Estate
"s",Healthcare
"s",Energy
"s",Real Estate
"s",Industrials
"s",Healthcare
"s",Financial Services
"s",Healthcare
"s",Technology
"s",Financial Services
"s",Financial Services
"s",Financial Services
"s",Financial Services
"s",Healthcare
"s",Financial Services
"s",Financial Services
"s",Healthcare
"s",Industrials
"s",Consumer Cyclical
"s",Healthcare
"s",Utilities
"s",Industrials
"s",Financial Services
"s",Healthcare
"s",Industrials
"s",Financial Services
"s",NA
"s",NA
"s",NA
"s",NA
"s",Healthcare
"s",Technology
"s",Technology
"s",Technology
"s",Technology
"s",Consumer Defensive
"s",Healthcare
"s",Industrials
"s",Healthcare
"s",Healthcare
"s",Industrials
"s",Energy
"s",Technology
"s",Financial Services
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Consumer Cyclical
"s",Healthcare
"s",NA
"s",Healthcare
"s",Financial Services
"s",Healthcare
"s",Financial Services
"s",Financial Services
"s",NA
"s",Healthcare
"s",Financial Services
"s",Real Estate
"s",
"s",NA
"s",Healthcare
"s",Healthcare
"s",Financial Services
"s",Technology
"s",Financial Services
"s",Healthcare
"s",Healthcare
"s",Industrials
"s",Communication Services
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Consumer Cyclical
"s",Healthcare
"s",Healthcare
"s",Financial Services
"s",Financial Services
"s",NA
"s",Financial Services
"s",NA
"s",Healthcare
"s",Financial Services
"s",Technology
"s",Healthcare
"s",Basic Materials
"s",Technology
"s",Technology
"s",Consumer Cyclical
"s",Healthcare
"s",Consumer Cyclical
"s",Communication Services
"s",Technology
"s",Healthcare
"s",Healthcare
"s",NA
"s",Healthcare
"s",Healthcare
"s",Utilities
"s",Financial Services
"s",Healthcare
"s",Financial Services
"s",Financial Services
"s",
"s",Healthcare
"s",Financial Services
"s",Financial Services
"s",Financial Services
"s",Financial Services
"s",Financial Services
"s",NA
"s",NA
"s",Healthcare
"s",Financial Services
"s",Basic Materials
"s",Healthcare
"s",Financial Services
"s",Industrials
"s",NA
"s",Healthcare
"s",Financial Services
"s",Healthcare
"s",Industrials
"s",Healthcare
"s",Industrials
"s",Consumer Cyclical
"s",Healthcare
"s",
"s",NA
"s",Industrials
"s",Industrials
"s",Financial Services
"s",Financial Services
"s",Financial Services
"s",Financial Services
"s",Financial Services
"s",Consumer Cyclical
"s",Technology
"s",Healthcare
"s",Industrials
"s",Financial Services
"s",Real Estate
"s",Communication Services
"s",Healthcare
"s",Healthcare
"s",Financial Services
"s",Technology
"s",Technology
"s",Healthcare
"s",Technology
"s",Utilities
"s",Energy
"s",Healthcare
"s",Consumer Cyclical
"s",Healthcare
"s",Technology
"s",Financial Services
"s",Healthcare
"s",Healthcare
"s",Financial Services
"s",Financial Services
"s",Technology
"s",Technology
"s",Energy
"s",Consumer Cyclical
"s",Consumer Defensive
"s",Communication Services
"s",Industrials
"s",Healthcare
"s",Healthcare
"s",Consumer Defensive
"s",Financial Services
"s",Financial Services
"s",Financial Services
"s",Financial Services
"s",Financial Services
"s",Energy
"s",Industrials
"s",Financial Services
"s",Financial Services
"s",Industrials
"s",Technology
"s",Industrials
"s",Financial Services
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Financial Services
"s",Healthcare
"s",
"s",Technology
"s",NA
"s",Technology
"s",Utilities
"s",Financial Services
"s",Financial Services
"s",Healthcare
"s",Healthcare
"s",Industrials
"s",Financial Services
"s",Industrials
"s",Technology
"s",Consumer Cyclical
"s",Financial Services
"s",Consumer Cyclical
"s",Consumer Defensive
"s",Basic Materials
"s",Financial Services
"s",Industrials
"s",Healthcare
"s",Healthcare
"s",Industrials
"s",Technology
"s",Healthcare
"s",Technology
"s",Consumer Cyclical
"s",Financial Services
"s",Healthcare
"s",Consumer Defensive
"s",Healthcare
"s",Financial Services
"s",Financial Services
"s",Financial Services
"s",Financial Services
"s",NA
"s",Energy
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Industrials
"s",Consumer Cyclical
"s",Technology
"s",Industrials
"s",Financial Services
"s",Consumer Defensive
"s",Healthcare
"s",Industrials
"s",Industrials
"s",Financial Services
"s",Healthcare
"s",Technology
"s",Consumer Defensive
"s",Technology
"s",Healthcare
"s",Technology
"s",Industrials
"s",Industrials
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Financial Services
"s",Healthcare
"s",Consumer Cyclical
"s",NA
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Technology
"s",Healthcare
"s",Consumer Cyclical
"s",Healthcare
"s",Healthcare
"s",Technology
"s",Financial Services
"s",Financial Services
"s",NA
"s",Financial Services
"s",Industrials
"s",Consumer Defensive
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Financial Services
"s",Financial Services
"s",Financial Services
"s",NA
"s",Technology
"s",Healthcare
"s",Healthcare
"s",Energy
"s",Healthcare
"s",Healthcare
"s",NA
"s",Communication Services
"s",Consumer Cyclical
"s",Financial Services
"s",Industrials
"s",Financial Services
"s",Financial Services
"s",Consumer Cyclical
"s",Healthcare
"s",Financial Services
"s",Energy
"s",Financial Services
"s",Technology
"s",Financial Services
"s",Technology
"s",Industrials
"s",Industrials
"s",
"s",Healthcare
"s",Financial Services
"s",Consumer Cyclical
"s",Technology
"s",Technology
"s",Technology
"s",Financial Services
"s",Healthcare
"s",
"s",Financial Services
"s",Technology
"s",Financial Services
"s",Real Estate
"s",Healthcare
"s",Technology
"s",Technology
"s",Communication Services
"s",Financial Services
"s",Industrials
"s",Consumer Cyclical
"s",Consumer Cyclical
"s",Consumer Cyclical
"s",Technology
"s",Healthcare
"s",Healthcare
"s",Communication Services
"s",Technology
"s",Technology
"s",Healthcare
"s",Financial Services
"s",Industrials
"s",Communication Services
"s",Industrials
"s",Financial Services
"s",Healthcare
"s",Healthcare
"s",Consumer Cyclical
"s",Industrials
"s",Financial Services
"s",Communication Services
"s",Financial Services
"s",Technology
"s",Financial Services
"s",Financial Services
"s",Healthcare
"s",
"s",Industrials
"s",Healthcare
"s",Consumer Cyclical
"s",Healthcare
"s",Industrials
"s",Energy
"s",Communication Services
"s",Real Estate
"s",Healthcare
"s",Communication Services
"s",Communication Services
"s",Healthcare
"s",Healthcare
"s",Technology
"s",Technology
"s",Consumer Cyclical
"s",Consumer Defensive
"s",Consumer Defensive
"s",Technology
"s",Real Estate
"s",Energy
"s",Healthcare
"s",Technology
"s",Technology
"s",Consumer Defensive
"s",Healthcare
"s",Healthcare
"s",Technology
"s",Healthcare
"s",Basic Materials
"s",Healthcare
"s",Consumer Cyclical
"s",Industrials
"s",Utilities
"s",Healthcare
"s",Basic Materials
"s",Healthcare
"s",Healthcare
"s",Industrials
"s",Consumer Defensive
"s",Consumer Cyclical
"s",Healthcare
"s",Financial Services
"s",NA
"s",NA
"s",NA
"s",Financial Services
"s",NA
"s",NA
"s",NA
"s",Financial Services
"s",NA
"s",Technology
"s",Financial Services
"s",Basic Materials
"s",Healthcare
"s",Healthcare
"s",Financial Services
"s",Consumer Cyclical
"s",Technology
"s",Consumer Defensive
"s",Technology
"s",Real Estate
"s",Real Estate
"s",Healthcare
"s",Healthcare
"s",Financial Services
"s",Energy
"s",Healthcare
"s",Financial Services
"s",Communication Services
"s",Industrials
"s",Financial Services
"s",Financial Services
"s",NA
"s",Industrials
"s",Real Estate
"s",Communication Services
"s",Industrials
"s",Consumer Cyclical
"s",Technology
"s",Technology
"s",Technology
"s",Healthcare
"s",Healthcare
"s",Financial Services
"s",Consumer Cyclical
"s",Consumer Cyclical
"s",Technology
"s",Energy
"s",Healthcare
"s",Healthcare
"s",Consumer Cyclical
"s",Technology
"s",Consumer Cyclical
"s",Consumer Cyclical
"s",Consumer Cyclical
"s",Healthcare
"s",Healthcare
"s",Financial Services
"s",Healthcare
"s",Technology
"s",Industrials
"s",Healthcare
"s",Technology
"s",Technology
"s",Consumer Defensive
"s",Financial Services
"s",Healthcare
"s",Industrials
"s",Financial Services
"s",Financial Services
"s",
"s",Financial Services
"s",Communication Services
"s",Financial Services
"s",Financial Services
"s",NA
"s",Financial Services
"s",Technology
"s",Consumer Defensive
"s",Financial Services
"s",Financial Services
"s",NA
"s",Financial Services
"s",Technology
"s",Healthcare
"s",Real Estate
"s",Healthcare
"s",Financial Services
"s",Financial Services
"s",Communication Services
"s",Industrials
"s",NA
"s",Financial Services
"s",Healthcare
"s",Real Estate
"s",Financial Services
"s",Financial Services
"s",Consumer Cyclical
"s",Communication Services
"s",Basic Materials
"s",Technology
"s",Communication Services
"s",Healthcare
"s",Communication Services
"s",Technology
"s",Consumer Cyclical
"s",Technology
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Technology
"s",Consumer Cyclical
"s",Technology
"s",Basic Materials
"s",Healthcare
"s",Financial Services
"s",Healthcare
"s",Real Estate
"s",Consumer Defensive
"s",Consumer Defensive
"s",Healthcare
"s",Financial Services
"s",Financial Services
"s",Technology
"s",Consumer Cyclical
"s",Consumer Defensive
"s",Financial Services
"s",Financial Services
"s",Financial Services
"s",Communication Services
"s",Industrials
"s",Consumer Cyclical
"s",Healthcare
"s",Technology
"s",Technology
"s",NA
"s",Technology
"s",Healthcare
"s",Consumer Cyclical
"s",Financial Services
"s",Industrials
"s",Healthcare
"s",Financial Services
"s",Communication Services
"s",Industrials
"s",
"s",NA
"s",Consumer Cyclical
"s",Technology
"s",Industrials
"s",Healthcare
"s",Consumer Cyclical
"s",Financial Services
"s",Healthcare
"s",Communication Services
"s",Healthcare
"s",Financial Services
"s",Technology
"s",Healthcare
"s",Technology
"s",Communication Services
"s",Industrials
"s",Healthcare
"s",Communication Services
"s",Technology
"s",Financial Services
"s",Financial Services
"s",Communication Services
"s",Utilities
"s",Industrials
"s",Technology
"s",Financial Services
"s",Healthcare
"s",Communication Services
"s",Healthcare
"s",Consumer Cyclical
"s",Financial Services
"s",Financial Services
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Financial Services
"s",Healthcare
"s",Healthcare
"s",NA
"s",Financial Services
"s",Financial Services
"s",Technology
"s",Industrials
"s",Technology
"s",Financial Services
"s",Financial Services
"s",NA
"s",Financial Services
"s",Healthcare
"s",Consumer Defensive
"s",Technology
"s",Technology
"s",Technology
"s",Healthcare
"s",Consumer Cyclical
"s",Healthcare
"s",Technology
"s",Energy
"s",Energy
"s",Healthcare
"s",Healthcare
"s",Basic Materials
"s",Financial Services
"s",Financial Services
"s",Healthcare
"s",NA
"s",Healthcare
"s",Technology
"s",Healthcare
"s",Healthcare
"s",Real Estate
"s",Real Estate
"s",Real Estate
"s",Real Estate
"s",Communication Services
"s",Consumer Cyclical
"s",NA
"s",Healthcare
"s",Financial Services
"s",Technology
"s",Healthcare
"s",Technology
"s",Industrials
"s",Industrials
"s",Financial Services
"s",Technology
"s",Utilities
"s",Utilities
"s",Technology
"s",Healthcare
"s",Technology
"s",Communication Services
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Technology
"s",Technology
"s",Technology
"s",Consumer Defensive
"s",Consumer Cyclical
"s",Technology
"s",Consumer Cyclical
"s",Real Estate
"s",Financial Services
"s",Financial Services
"s",NA
"s",Communication Services
"s",Financial Services
"s",Industrials
"s",Healthcare
"s",Technology
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Financial Services
"s",Financial Services
"s",Healthcare
"s",Technology
"s",Technology
"s",Communication Services
"s",Financial Services
"s",Financial Services
"s",NA
"s",Basic Materials
"s",Financial Services
"s",Technology
"s",Technology
"s",Healthcare
"s",Industrials
"s",Consumer Cyclical
"s",Financial Services
"s",Industrials
"s",Financial Services
"s",Financial Services
"s",Healthcare
"s",Consumer Defensive
"s",Consumer Cyclical
"s",Basic Materials
"s",Technology
"s",Financial Services
"s",Technology
"s",Healthcare
"s",Consumer Defensive
"s",Industrials
"s",Healthcare
"s",Healthcare
"s",Real Estate
"s",Consumer Cyclical
"s",Healthcare
"s",Healthcare
"s",
"s",Technology
"s",Financial Services
"s",Technology
"s",Consumer Defensive
"s",Financial Services
"s",Technology
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Financial Services
"s",Financial Services
"s",Real Estate
"s",Technology
"s",Healthcare
"s",Financial Services
"s",Healthcare
"s",Industrials
"s",Technology
"s",Financial Services
"s",Technology
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Financial Services
"s",Healthcare
"s",Technology
"s",Technology
"s",Technology
"s",Healthcare
"s",Basic Materials
"s",Consumer Cyclical
"s",Healthcare
"s",Technology
"s",
"s",Consumer Cyclical
"s",Consumer Cyclical
"s",Technology
"s",Technology
"s",Consumer Defensive
"s",NA
"s",NA
"s",NA
"s",Technology
"s",Healthcare
"s",Consumer Cyclical
"s",Industrials
"s",Industrials
"s",Financial Services
"s",Healthcare
"s",Financial Services
"s",Financial Services
"s",Industrials
"s",NA
"s",Financial Services
"s",Healthcare
"s",Communication Services
"s",Financial Services
"s",
"s",Financial Services
"s",Financial Services
"s",Technology
"s",Healthcare
"s",Financial Services
"s",Financial Services
"s",Financial Services
"s",Healthcare
"s",Consumer Cyclical
"s",Healthcare
"s",Financial Services
"s",Healthcare
"s",Technology
"s",Financial Services
"s",Financial Services
"s",NA
"s",Technology
"s",Healthcare
"s",Financial Services
"s",Consumer Defensive
"s",Healthcare
"s",Energy
"s",Technology
"s",Healthcare
"s",Technology
"s",Technology
"s",Communication Services
"s",Healthcare
"s",Financial Services
"s",Energy
"s",Industrials
"s",Healthcare
"s",Energy
"s",Financial Services
"s",Financial Services
"s",NA
"s",Financial Services
"s",Financial Services
"s",NA
"s",Financial Services
"s",Financial Services
"s",NA
"s",Financial Services
"s",Healthcare
"s",Consumer Cyclical
"s",Communication Services
"s",Healthcare
"s",NA
"s",Financial Services
"s",Communication Services
"s",Financial Services
"s",Consumer Cyclical
"s",Financial Services
"s",Industrials
"s",Healthcare
"s",Healthcare
"s",Technology
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Communication Services
"s",Technology
"s",Healthcare
"s",Healthcare
"s",Financial
"s",Industrials
"s",Financial Services
"s",NA
"s",Financial Services
"s",NA
"s",Consumer Cyclical
"s",Financial Services
"s",Communication Services
"s",Industrials
"s",Healthcare
"s",Energy
"s",Financial Services
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Consumer Cyclical
"s",Technology
"s",Energy
"s",Financial Services
"s",Real Estate
"s",Industrials
"s",Financial Services
"s",Industrials
"s",Financial Services
"s",Communication Services
"s",Financial Services
"s",Communication Services
"s",Healthcare
"s",Healthcare
"s",Financial Services
"s",Financial Services
"s",Financial Services
"s",Financial Services
"s",Consumer Cyclical
"s",Technology
"s",Healthcare
"s",Consumer Cyclical
"s",Technology
"s",Technology
"s",Technology
"s",Industrials
"s",Communication Services
"s",Technology
"s",Healthcare
"s",Healthcare
"s",Communication Services
"s",Financial Services
"s",Energy
"s",Healthcare
"s",Financial Services
"s",
"s",Industrials
"s",Consumer Defensive
"s",
"s",Consumer Defensive
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Technology
"s",Consumer Cyclical
"s",Healthcare
"s",Healthcare
"s",Financial Services
"s",Financial Services
"s",NA
"s",Consumer Cyclical
"s",Industrials
"s",Financial Services
"s",Financial Services
"s",Financial Services
"s",Financial Services
"s",Healthcare
"s",Financial Services
"s",Financial Services
"s",Communication Services
"s",Technology
"s",Technology
"s",Technology
"s",Financial Services
"s",Basic Materials
"s",Consumer Cyclical
"s",Consumer Defensive
"s",Industrials
"s",Financial Services
"s",Industrials
"s",Industrials
"s",Consumer Cyclical
"s",Financial Services
"s",Financial Services
"s",Financial Services
"s",Financial Services
"s",Real Estate
"s",Financial Services
"s",Communication Services
"s",Communication Services
"s",Technology
"s",Industrials
"s",Consumer Cyclical
"s",Healthcare
"s",Healthcare
"s",Industrials
"s",Basic Materials
"s",Basic Materials
"s",Basic Materials
"s",Energy
"s",Technology
"s",Basic Materials
"s",NA
"s",Energy
"s",NA
"s",Healthcare
"s",Healthcare
"s",Technology
"s",Financial Services
"s",Communication Services
"s",
"s",Financial Services
"s",Financial Services
"s",Healthcare
"s",Healthcare
"s",Financial Services
"s",Consumer Cyclical
"s",Healthcare
"s",Healthcare
"s",Financial Services
"s",Healthcare
"s",Technology
"s",Communication Services
"s",Technology
"s",NA
"s",Technology
"s",Healthcare
"s",Healthcare
"s",Technology
"s",Financial Services
"s",Consumer Defensive
"s",Communication Services
"s",Communication Services
"s",Communication Services
"s",Technology
"s",Technology
"s",Healthcare
"s",
"s",Technology
"s",Healthcare
"s",Consumer Cyclical
"s",Financial Services
"s",Technology
"s",Consumer Defensive
"s",Healthcare
"s",Healthcare
"s",Technology
"s",Healthcare
"s",NA
"s",Technology
"s",
"s",Consumer Defensive
"s",Financial Services
"s",Financial Services
"s",Financial Services
"s",Financial Services
"s",Financial Services
"s",NA
"s",Healthcare
"s",Healthcare
"s",Technology
"s",Energy
"s",Communication Services
"s",Technology
"s",Consumer Cyclical
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Consumer Cyclical
"s",Industrials
"s",NA
"s",Healthcare
"s",Technology
"s",Technology
"s",Industrials
"s",Industrials
"s",Technology
"s",Financial Services
"s",Technology
"s",Healthcare
"s",Technology
"s",Industrials
"s",Financial Services
"s",Consumer Defensive
"s",Healthcare
"s",Healthcare
"s",Energy
"s",Consumer Defensive
"s",Industrials
"s",Healthcare
"s",Technology
"s",Technology
"s",Healthcare
"s",Healthcare
"s",Healthcare
"s",Financial Services
"s",Financial Services
"s",Consumer Defensive
"s",Financial Services
"s",Technology
"s",Communication Services
"s",Healthcare
"s",Technology
"s",Technology
"s",Basic Materials
"s",Consumer Cyclical
"s",Industrials
"s",Financial Services
"s",Consumer Cyclical
"s",Financial Services
"s",NA
"s",Industrials
"s",Real Estate
"s",Real Estate
"s",Real Estate
"s",Communication Services
"s",Consumer Defensive
"s",Communication Services
"s",Consumer Cyclical
